word|meaning|reading|lesson|bonus
春巻|spring roll|はる;まき|19|0
春分|vernal equinox|しゅん;ぶん|19|0
青春|youth|せい;しゅん|19|0
秋|autumn|あき|19|0
秋学期|fall semester|あき;がっ;き|19|0
秋分|autumnal equinox|しゅう;ぶん|19|0
冬|winter|ふゆ|19|0
冬休み|winter vacation|ふゆ;やす;み|19|0
暖冬|warm winter|だん;とう|19|0
春夏秋冬|four seasons|しゅん;か;しゅう;とう|19|0
花|flower|はな|19|0
花粉症|hay fever|か;ふん;しょう|19|0
生け花|flower arrangement|い;け;ばな|19|0
～様|Mr./Ms....|～;さま|19|0
お客様|dear customer|お;きゃく;さま|19|0
皆様|everyone|みな;さま|19|0
様子|manner|よう;す|19|0
不景気|recession|ふ;けい;き|19|0
不便|inconvenience|ふ;べん|19|0
姉|older sister|あね|19|0
お姉さん|older sister|お;ねえ;さ;ん|19|0
姉妹|sisters|し;まい|19|0
姉妹都市|sister city|し;まい;と;し|19|0
兄|older brother|あに|19|0
お兄さん|older brother|お;にい;さ;ん|19|0
兄弟|brothers|きょう;だい|19|0
漢方薬|Chinese herbal medicine|かん;ぽう;やく|19|0
漢和辞典|Kanji dictionary|かん;わ;じ;てん|19|0
卒業する|to graduate|そつ;ぎょう;す;る|19|0
卒業式|graduation ceremony|そつ;ぎょう;しき|19|0
大卒|university graduate|だい;そつ|19|0
工学|engineering|こう;がく|19|0
工事|construction|こう;じ|19|0
工場|factory|こう;じょう|19|0
大工|carpenter|だい;く|19|0
研究|research|けん;きゅう|19|0
研究者|researcher|けん;きゅう;しゃ|19|0
研修|training|けん;しゅう|19|0
研ぐ|to sharpen|と;ぐ|19|0
探究|inquiry|たん;きゅう|19|0
究める|to investigate thoroughly|きわ;め;る|19|0
質問|question|しつ;もん|19|0
質がいい|good quality|しつ;が;い;い|19|0
素質|aptitude|そ;しつ|19|0
質屋|pawn shop|しち;や|19|0
訪問|visit|ほう;もん|19|0
問う|to question|と;う|19|0
多い|many|おお;い|19|0
多分|probably|た;ぶん|19|0
～の多く|many of...|～;の;おお;く|19|0
多数決|decision by majority|た;すう;けつ|19|0
皿|plate; dish|さら|20|0
紙皿|paper plate|かみ;ざら|20|0
灰皿|ashtray|はい;ざら|20|0
声|voice|こえ|20|0
音声学|phonetics|おん;せい;がく|20|0
擬声語|onomatopoeia|ぎ;せい;ご|20|0
声優|voice actor|せい;ゆう|20|0
お茶|Japanese tea|お;ちゃ|20|0
茶店|teahouse|ちゃ;みせ|20|0
紅茶|black tea|こう;ちゃ|20|0
茶色|brown|ちゃ;いろ|20|0
喫茶店|cafe|きっ;さ;てん|20|0
止まる|(something) stops|と;ま;る|20|0
中止する|to cancel|ちゅう;し;す;る|20|0
禁止する|to prohibit|きん;し;す;る|20|0
一枚|one sheet|いち;まい|20|0
枚数|number of flat things|まい;すう|20|0
三両|three ryoo|さん;りょう|20|0
両手|both hands|りょう;て|20|0
両替|exchange|りょう;がえ|20|0
無駄な|wasteful|む;だ;な|20|0
無料|free of charge|む;りょう|20|0
無礼な|rude|ぶ;れい;な|20|0
無い|there is no...|な;い|20|0
払う|to pay|はら;う|20|0
支払い|payment|し;はら;い|20|0
払い戻し|refund|はら;い;もど;し|20|0
分割払い|payment in installments|ぶん;かつ;ばら;い|20|0
心|heart; mind|こころ|20|0
心配する|to worry|しん;ぱい;す;る|20|0
熱心な|enthusiastic|ねっ;しん;な|20|0
安心な|safe|あん;しん;な|20|0
好奇心|curiosity|こう;き;しん|20|0
笑う|to laugh|わら;う|20|0
笑顔|smile|え;がお|20|0
微笑む|to smile|ほほ;え;む|20|0
爆笑する|to burst into laughter|ばく;しょう;す;る|20|0
絶対に|definitely|ぜっ;たい;に|20|0
絶える|to die out|た;え;る|20|0
絶滅|extinction|ぜつ;めつ|20|0
気絶する|to faint|き;ぜつ;す;る|20|0
絶望|despair|ぜつ;ぼう|20|0
反対する|to oppose|はん;たい;す;る|20|0
日本対中国|Japan versus China|に;ほん;たい;ちゅう;ごく|20|0
一対|a pair|いっ;つい|20|0
痛い|painful|いた;い|20|0
痛み止め|painkiller|いた;み;ど;め|20|0
頭痛|headache|ず;つう|20|0
腹痛|stomachache|ふく;つう|20|0
腰痛|lower back pain|よう;つう|20|0
最新|the latest|さい;しん|20|0
最も|most|もっと;も|20|0
続ける|to continue|つづ;け;る|20|0
手続き|procedure|て;つづ;き|20|0
相続する|to inherit|そう;ぞく;す;る|20|0
連続ドラマ|serial TV drama|れん;ぞく;ド;ラ;マ|20|0
信じる|to believe|しん;じ;る|21|0
自信|confidence|じ;しん|21|0
信号|traffic signal|しん;ごう|21|0
迷信|superstition|めい;しん|21|0
経済|economy|けい;ざい|21|0
神経質|over sensitive|しん;けい;しつ|21|0
経営学|management studies|けい;えい;がく|21|0
パリ経由|via Paris|パ;リ;けい;ゆ|21|0
台風|typhoon|たい;ふう|21|0
二台|two vehicles/machines/etc.|に;だい|21|0
舞台|stage|ぶ;たい|21|0
お風呂|bath|お;ふ;ろ|21|0
和風|Japanese style|わ;ふう|21|0
風|wind|かぜ|21|0
風邪をひく|to catch a cold|か;ぜ;を;ひ;く|21|0
犬|dog|いぬ|21|0
子犬|puppy|こ;いぬ|21|0
番犬|watch dog|ばん;けん|21|0
盲導犬|seeing-eye dog|もう;どう;けん|21|0
重い|heavy; serious (illness)|おも;い|21|0
重ねる|to pile up|かさ;ね;る|21|0
貴重品|valuables|き;ちょう;ひん|21|0
初めは|at first|はじ;め;は|21|0
初めて|first time|はじ;め;て|21|0
最初|first|さい;しょ|21|0
初雪|first snow|はつ;ゆき|21|0
初恋|first love|はつ;こい|21|0
若い|young|わか;い|21|0
若々しい|youthful|わか;わか;し;い|21|0
送る|to send|おく;る|21|0
送金|sending money|そう;きん|21|0
送料|postage|そう;りょう|21|0
放送|broadcast|ほう;そう|21|0
回送電車|out-of-service train|かい;そう;でん;しゃ|21|0
幸せな|happy|しあわ;せ;な|21|0
幸福な|happy|こう;ふく;な|21|0
幸運|good fortune|こう;うん|21|0
不幸|misfortune|ふ;こう|21|0
幸い|fortunately|さいわ;い|21|0
合計|sum|ごう;けい|21|0
計る|to measure|はか;る|21|0
遅れる|to be late|おく;れ;る|21|0
乗り遅れる|to miss (transportation)|の;り;おく;れ;る|21|0
遅い|late|おそ;い|21|0
遅刻する|to be late|ち;こく;す;る|21|0
心配な|worried about|しん;ぱい;な|21|0
配る|to distribute|くば;る|21|0
配達|delivery|はい;たつ|21|0
宅配便|home delivery service|たく;はい;びん|21|0
弟|younger brother|おとうと|21|0
弟子|apprentice|で;し|21|0
妹|younger sister|いもうと|21|0
姉妹校|sister school|し;まい;こう|21|0
記入する|to fill in|き;にゅう;す;る|22|0
暗記する|to memorize|あん;き;す;る|22|0
記事|an article; news|き;じ|22|0
銀メダル|silver medal|ぎん;メ;ダ;ル|22|0
銀世界|land covered with snow|ぎん;せ;かい|22|0
一回|one time|いっ;かい|22|0
回送バス|out-of-service bus|かい;そう;バ;ス|22|0
最終回|last inning; last episode|さい;しゅう;かい|22|0
回す|to turn|まわ;す|22|0
夕食|dinner|ゆう;しょく|22|0
七夕|Tanabata|たな;ばた|22|0
夕日|setting sun|ゆう;ひ|22|0
夕刊|evening newspaper|ゆう;かん|22|0
黒木さん|Mr./Ms. Kuroki|くろ;き;さ;ん|22|0
黒い|black|くろ;い|22|0
白黒写真|black and white photograph|しろ;くろ;しゃ;しん|22|0
黒板|blackboard|こく;ばん|22|0
用事|a thing to take care of|よう;じ|22|0
子供用|for children|こ;ども;よう|22|0
費用|cost|ひ;よう|22|0
留守番電話|answering machine|る;す;ばん;でん;わ|22|0
お守り|charm|お;まも;り|22|0
守衛|security guard|しゅ;えい|22|0
月末|end of the month|げつ;まつ|22|0
年末|year-end|ねん;まつ|22|0
期末試験|final examination|き;まつ;し;けん|22|0
末|the end|すえ|22|0
待つ|to wait|ま;つ|22|0
期待する|to expect|き;たい;す;る|22|0
招待|invitation|しょう;たい|22|0
残業|over-time work|ざん;ぎょう|22|0
残す|to leave|のこ;す|22|0
残念|regrettable|ざん;ねん|22|0
心残り|regret|こころ;のこ;り|22|0
残高|account balance|ざん;だか|22|0
一番|the first|いち;ばん|22|0
番号|number|ばん;ごう|22|0
番組|TV program|ばん;ぐみ|22|0
駅|station|えき|22|0
東京駅|Tokyo Station|とう;きょう;えき|22|0
駅前|vicinity; in front of the station|えき;まえ|22|0
説明する|to explain|せつ;めい;す;る|22|0
小説|novel|しょう;せつ|22|0
小説家|novelist|しょう;せつ;か|22|0
説教する|to preach|せっ;きょう;す;る|22|0
案内する|to guide|あん;ない;す;る|22|0
案内所|information desk|あん;ない;じょ|22|0
案|idea; proposal|あん|22|0
提案|proposal|てい;あん|22|0
国内|domestic|こく;ない|22|0
内科|internal medicine|ない;か|22|0
内側|inside|うち;がわ|22|0
忘れる|to forget|わす;れ;る|22|0
忘れ物|lost article|わす;れ;もの|22|0
忘年会|year-end party|ぼう;ねん;かい|22|0
顔|face|かお|23|0
顔色|complexion|かお;いろ|23|0
洗顔|washing one's face|せん;がん|23|0
表情|expression|ひょう;じょう|23|0
情報|information|じょう;ほう|23|0
情け|mercy|なさ;け|23|0
怒る|to get angry|おこ;る|23|0
怒り|anger; rage|いか;り|23|0
喜怒哀楽|human emotions|き;ど;あい;らく|23|0
変な|strange|へん;な|23|0
変化|change|へん;か|23|0
変人|eccentric person|へん;じん|23|0
変える|to change (something)|か;え;る|23|0
相手|partner|あい;て|23|0
首相|prime minister|しゅ;しょう|23|0
相談|consultation|そう;だん|23|0
相互の|mutual|そう;ご;の|23|0
横|side|よこ|23|0
横書き|horizontal writing|よこ;が;き|23|0
横綱|grand champion of sumo|よこ;づな|23|0
横断する|to traverse|おう;だん;す;る|23|0
比べる|to compare|くら;べ;る|23|0
比較|comparison|ひ;かく|23|0
比例|proportion|ひ;れい|23|0
対比|contrast|たい;ひ|23|0
比喩|figure of speech|ひ;ゆ|23|0
化学|chemistry|か;がく|23|0
同化|assimilation|どう;か|23|0
お化け|goblin; ghost|お;ば;け|23|0
化粧|makeup|け;しょう|23|0
違う|different|ちが;う|23|0
間違える|to make a mistake|ま;ちが;え;る|23|0
違法|illegal|い;ほう|23|0
違反|violation|い;はん|23|0
悲しい|sad|かな;し;い|23|0
悲劇|tragedy|ひ;げき|23|0
悲惨な|miserable|ひ;さん;な|23|0
悲しむ|to grieve|かな;し;む|23|0
調査|survey; research|ちょう;さ|23|0
調べる|to look into|しら;べ;る|23|0
調子|condition|ちょう;し|23|0
強調する|to emphasize|きょう;ちょう;す;る|23|0
検査|inspection|けん;さ|23|0
審査|screening|しん;さ|23|0
捜査|criminal investigation|そう;さ|23|0
果汁|fruit juice|か;じゅう|23|0
効果|effect|こう;か|23|0
使い果たす|to use up|つか;い;は;た;す|23|0
果物|fruit|くだ;もの|23|0
感情|emotion|かん;じょう|23|0
感動する|to be moved|かん;どう;す;る|23|0
感じる|to feel|かん;じ;る|23|0
感謝|gratitude|かん;しゃ|23|0
感想|impression|かん;そう|23|0
答える|to answer|こた;え;る|23|0
答え|answer|こた;え|23|0
答|answer|こたえ|23|0
回答|reply; answer|かい;とう|23|0
答案|examination paper|とう;あん|23|0
